Plate,Plate ID,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Cell Type,Gene Symbol,Comment [Gene Comments],Gene Identifier,RefSeq Accession,RefSeq GI Number,Control Type,Duplex Number 1,Duplex Number 2,Duplex Number 3,Duplex Number 4,Reagent Design Gene Annotation Build,Analysis Gene Annotation Build,Comment [Image File Path]
MDA231_plate_91a,91a,C4,28,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ACVR1,,90,NM_001105,10862690,,,D-004924-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91a
MDA231_plate_91b,91b,C4,28,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ACVR1,,90,NM_001105,10862690,,,D-004924-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91b
MDA231_plate_91d,91d,C4,28,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ACVR1,,90,NM_001105,10862690,,,D-004924-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91d
MDA231_plate_91d,91d,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ACVR1,,90,NM_001105,10862690,,D-004924-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91d
MDA231_plate_91c,91c,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ACVR1,,90,NM_001105,10862690,,D-004924-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91c
MDA231_plate_91b,91b,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ACVR1,,90,NM_001105,10862690,,D-004924-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91b
MDA231_plate_91a,91a,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ACVR1,,90,NM_001105,10862690,,D-004924-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_91a
MDA231_plate_90c,90c,A6,6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADCY6,,112,NM_015270,10947059,,D-006636-01,D-006636-03,D-006636-04,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90c
MDA231_plate_90a,90a,A6,6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADCY6,,112,NM_015270,10947059,,D-006636-01,D-006636-03,D-006636-04,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90a
MDA231_plate_90a,90a,G3,75,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90a
MDA231_plate_90b,90b,G3,75,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90b
MDA231_plate_90c,90c,G3,75,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90c
MDA231_plate_90d,90d,A6,6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADCY6,,112,NM_015270,10947059,,D-006636-01,D-006636-03,D-006636-04,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90d
MDA231_plate_90d,90d,G3,75,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90d
MDA231_plate_90b,90b,A6,6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADCY6,,112,NM_015270,10947059,,D-006636-01,D-006636-03,D-006636-04,D-006636-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90b
MDA231_plate_90b,90b,B10,22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,D-006636-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90b
MDA231_plate_90c,90c,B10,22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,D-006636-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90c
MDA231_plate_90d,90d,A2,2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,D-006636-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90d
MDA231_plate_90a,90a,B10,22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,D-006636-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90a
MDA231_plate_90d,90d,B10,22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,,D-006636-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90d
MDA231_plate_90c,90c,D6,42,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,D-006636-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90c
MDA231_plate_90a,90a,D6,42,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,D-006636-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90a
MDA231_plate_90b,90b,A2,2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,D-006636-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90b
MDA231_plate_90d,90d,D6,42,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,D-006636-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90d
MDA231_plate_90c,90c,A2,2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,D-006636-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90c
MDA231_plate_90b,90b,D6,42,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,,D-006636-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90b
MDA231_plate_90a,90a,A2,2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADCY6,,112,NM_015270,10947059,,D-006636-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_90a
MDA231_plate_99c,99c,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADK,,132,NM_001123,32484972,,D-004733-02,D-004733-03,D-004733-04,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_99a,99a,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_99a,99a,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADK,,132,NM_001123,32484972,,D-004733-02,D-004733-03,D-004733-04,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_99d,99d,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99d
MDA231_plate_99d,99d,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADK,,132,NM_001123,32484972,,D-004733-02,D-004733-03,D-004733-04,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99d
MDA231_plate_99c,99c,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_99b,99b,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
MDA231_plate_99b,99b,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADK,,132,NM_001123,32484972,,D-004733-02,D-004733-03,D-004733-04,D-004733-05,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
MDA231_plate_99d,99d,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,D-004733-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99d
MDA231_plate_99b,99b,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,D-004733-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
MDA231_plate_99a,99a,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,D-004733-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_99c,99c,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,,D-004733-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_99a,99a,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,D-004733-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_99b,99b,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,D-004733-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
MDA231_plate_99d,99d,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,D-004733-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99d
MDA231_plate_99c,99c,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,,D-004733-03,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_99d,99d,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,D-004733-02,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99d
MDA231_plate_99a,99a,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,D-004733-02,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_99c,99c,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,D-004733-02,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_99b,99b,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADK,,132,NM_001123,32484972,,D-004733-02,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
Hs578T_Val-2649b,2649b,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649d,2649d,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649d,2649d,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649c,2649c,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649a,2649a,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649c,2649c,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649a,2649a,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649b,2649b,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649d,2649d,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649a,2649a,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649c,2649c,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649b,2649b,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649a,2649a,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649b,2649b,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649c,2649c,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649d,2649d,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649c,2649c,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649d,2649d,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649b,2649b,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649a,2649a,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
MDA231_Val-2649d,2649d,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649b,2649b,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649b,2649b,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649d,2649d,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649a,2649a,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649c,2649c,E4,52,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649a,2649a,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649c,2649c,E3,51,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADRA1A,,148,NM_033304,111118989,,D-005419-01,D-005419-02,D-005419-04,D-005419-17,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649a,2649a,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649d,2649d,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649b,2649b,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649c,2649c,E2,50,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,,D-005419-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649c,2649c,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649a,2649a,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649d,2649d,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649d,2649d,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649a,2649a,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649b,2649b,E6,54,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,,D-005419-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649c,2649c,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649b,2649b,E5,53,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1A,,148,NM_033304,111118989,,D-005419-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_plate_96b,96b,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1B,,147,NM_000679,73747802,,,,,D-005420-18,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96b
MDA231_plate_96c,96c,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1B,,147,NM_000679,73747802,,,,,D-005420-18,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96c
MDA231_plate_96a,96a,F8,68,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADRA1B,,147,NM_000679,73747802,,D-005420-02,D-005420-03,D-005420-04,D-005420-18,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96a
MDA231_plate_96c,96c,F8,68,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADRA1B,,147,NM_000679,73747802,,D-005420-02,D-005420-03,D-005420-04,D-005420-18,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96c
MDA231_plate_96d,96d,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1B,,147,NM_000679,73747802,,,,,D-005420-18,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96d
MDA231_plate_96d,96d,F8,68,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,ADRA1B,,147,NM_000679,73747802,,D-005420-02,D-005420-03,D-005420-04,D-005420-18,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96d
MDA231_plate_96a,96a,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,ADRA1B,,147,NM_000679,73747802,,,,,D-005420-18,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_96a
